ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Gender,Highest level of education completed,Percentage distribution of persons,Number of estimated persons ,Number of sample persons,Number of estimated persons excluding,Number of estimated persons including,Number of sample persons excluding,Number of sample persons including
17559,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Female,Secondary & Above,52.7,,4940,,,,
17560,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Diploma/Certificate Course,7.5,,4604,,,,
17561,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Graduate,19.5,,4604,,,,
17562,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Higher Secondary,11.6,,4604,,,,
17563,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Literate & Upto Primary,13.7,,4604,,,,
17564,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Middle,18.7,,4604,,,,
17565,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Not Literate,6.9,,4604,,,,
17566,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Post Graduate & Above,6.4,,4604,,,,
17567,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Secondary,15.6,,4604,,,,
17568,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Male,Secondary & Above,60.6,,4604,,,,
17569,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Diploma/Certificate Course,4.9,,9544,,,,
17570,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Graduate,18.5,,9544,,,,
17571,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Higher Secondary,12.5,,9544,,,,
17572,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Literate & Upto Primary,15.2,,9544,,,,
17573,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Middle,17.7,,9544,,,,
17574,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Not Literate,10.6,,9544,,,,
17575,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Post Graduate & Above,6.7,,9544,,,,
17576,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Secondary,14,,9544,,,,
17577,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",Urban,Persons,Secondary & Above,56.5,,9544,,,,
17578,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Diploma/Certificate Course,6.1,1470,188,,,,
17579,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Graduate,13.3,1470,188,,,,
17580,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Higher Secondary,19.6,1470,188,,,,
17581,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Literate & Upto Primary,12.5,1470,188,,,,
17582,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Middle,19.9,1470,188,,,,
17583,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Not Literate,13.3,1470,188,,,,
17584,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Post Graduate & Above,4.6,1470,188,,,,
17585,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Secondary,10.8,1470,188,,,,
17586,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Secondary & Above,54.2,1470,188,,,,
17587,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Diploma/Certificate Course,13.6,1344,177,,,,
17588,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Graduate,7.9,1344,177,,,,
17589,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Higher Secondary,14.7,1344,177,,,,
17590,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Literate & Upto Primary,13.3,1344,177,,,,
17591,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Middle,27.3,1344,177,,,,
17592,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Not Literate,6.3,1344,177,,,,
17593,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Post Graduate & Above,0.6,1344,177,,,,
17594,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Secondary,16.2,1344,177,,,,
17595,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Secondary & Above,53,1344,177,,,,
17596,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Diploma/Certificate Course,9.7,2814,365,,,,
17597,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Graduate,10.7,2814,365,,,,
17598,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Higher Secondary,17.2,2814,365,,,,
17599,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Literate & Upto Primary,12.9,2814,365,,,,
17600,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Middle,23.5,2814,365,,,,
17601,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Not Literate,10,2814,365,,,,
17602,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Post Graduate & Above,2.7,2814,365,,,,
17603,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Secondary,13.4,2814,365,,,,
17604,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural,Persons,Secondary & Above,53.7,2814,365,,,,
17605,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Diploma/Certificate Course,4.4,4370,870,,,,
17606,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Graduate,13,4370,870,,,,
17607,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Higher Secondary,15.5,4370,870,,,,
17608,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Literate & Upto Primary,14.4,4370,870,,,,
17609,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Middle,20.2,4370,870,,,,
17610,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Not Literate,12.8,4370,870,,,,
17611,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Post Graduate & Above,5.8,4370,870,,,,
17612,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Secondary,13.9,4370,870,,,,
17613,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Female,Secondary & Above,52.6,4370,870,,,,
17614,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Diploma/Certificate Course,9.7,4025,805,,,,
17615,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Graduate,13.4,4025,805,,,,
17616,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Higher Secondary,13.3,4025,805,,,,
17617,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Literate & Upto Primary,12.4,4025,805,,,,
17618,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Middle,22.6,4025,805,,,,
17619,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Not Literate,5.8,4025,805,,,,
17620,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Post Graduate & Above,5.5,4025,805,,,,
17621,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Secondary,17.4,4025,805,,,,
17622,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Male,Secondary & Above,59.2,4025,805,,,,
17623,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Diploma/Certificate Course,7,8394,1675,,,,
17624,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Graduate,13.2,8394,1675,,,,
17625,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Higher Secondary,14.4,8394,1675,,,,
17626,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Literate & Upto Primary,13.4,8394,1675,,,,
17627,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Middle,21.4,8394,1675,,,,
17628,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Not Literate,9.4,8394,1675,,,,
17629,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Post Graduate & Above,5.6,8394,1675,,,,
17630,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Secondary,15.6,8394,1675,,,,
17631,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Rural+Urban,Persons,Secondary & Above,55.8,8394,1675,,,,
17632,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Diploma/Certificate Course,3.6,2900,682,,,,
17633,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Graduate,12.9,2900,682,,,,
17634,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Higher Secondary,13.4,2900,682,,,,
17635,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Literate & Upto Primary,15.4,2900,682,,,,
17636,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Middle,20.3,2900,682,,,,
17637,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Not Literate,12.5,2900,682,,,,
17638,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Post Graduate & Above,6.4,2900,682,,,,
17639,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Secondary,15.5,2900,682,,,,
17640,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Secondary & Above,51.7,2900,682,,,,
17641,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Diploma/Certificate Course,7.7,2680,628,,,,
17642,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Graduate,16.2,2680,628,,,,
17643,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Higher Secondary,12.6,2680,628,,,,
17644,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Literate & Upto Primary,11.9,2680,628,,,,
17645,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Middle,20.3,2680,628,,,,
17646,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Not Literate,5.5,2680,628,,,,
17647,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Post Graduate & Above,7.9,2680,628,,,,
17648,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Secondary,17.9,2680,628,,,,
17649,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Secondary & Above,62.4,2680,628,,,,
17650,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Diploma/Certificate Course,5.6,5580,1310,,,,
17651,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Graduate,14.5,5580,1310,,,,
17652,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Higher Secondary,13,5580,1310,,,,
17653,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Literate & Upto Primary,13.7,5580,1310,,,,
17654,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Middle,20.3,5580,1310,,,,
17655,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Not Literate,9.1,5580,1310,,,,
17656,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Post Graduate & Above,7.1,5580,1310,,,,
17657,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Secondary,16.7,5580,1310,,,,
17658,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Urban,Persons,Secondary & Above,56.8,5580,1310,,,,
17659,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Diploma/Certificate Course,5.3,,,1838,1838,204,204
17660,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Graduate,11.3,,,1838,1838,204,204
17661,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Higher Secondary,9.1,,,1838,1838,204,204
17662,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Literate & Upto Primary,16.2,,,1838,1838,204,204
17663,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Middle,18.9,,,1838,1838,204,204
17664,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Not Literate,19.7,,,1838,1838,204,204
17665,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Post Graduate & Above,4.1,,,1838,1838,204,204
17666,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Secondary,15.3,,,1838,1838,204,204
17667,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Female,Secondary & Above,45.2,,,1838,1838,204,204
17668,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Diploma/Certificate Course,12.1,,,1493,1493,174,174
17669,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Graduate,11.6,,,1493,1493,174,174
17670,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Higher Secondary,13.4,,,1493,1493,174,174
17671,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Literate & Upto Primary,18.5,,,1493,1493,174,174
17672,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Middle,24.3,,,1493,1493,174,174
17673,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Not Literate,8.5,,,1493,1493,174,174
17674,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Post Graduate & Above,3.3,,,1493,1493,174,174
17675,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Secondary,8.2,,,1493,1493,174,174
17676,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Male,Secondary & Above,48.6,,,1493,1493,174,174
17677,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Diploma/Certificate Course,8.4,,,3330,3330,378,378
17678,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Graduate,11.5,,,3330,3330,378,378
17679,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Higher Secondary,11,,,3330,3330,378,378
17680,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Literate & Upto Primary,17.2,,,3330,3330,378,378
17681,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Middle,21.3,,,3330,3330,378,378
17682,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Not Literate,14.7,,,3330,3330,378,378
17683,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Post Graduate & Above,3.7,,,3330,3330,378,378
17684,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Secondary,12.1,,,3330,3330,378,378
17685,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural,Persons,Secondary & Above,46.7,,,3330,3330,378,378
17686,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Diploma/Certificate Course,4.5,,,5053,5053,893,893
17687,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Graduate,12,,,5053,5053,893,893
17688,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Higher Secondary,13.9,,,5053,5053,893,893
17689,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Literate & Upto Primary,15.2,,,5053,5053,893,893
17690,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Middle,18.5,,,5053,5053,893,893
17691,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Not Literate,13.8,,,5053,5053,893,893
17692,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Post Graduate & Above,7.4,,,5053,5053,893,893
17693,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Secondary,14.7,,,5053,5053,893,893
17694,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Female,Secondary & Above,52.4,,,5053,5053,893,893
17695,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Diploma/Certificate Course,9.1,,,4310,4310,783,783
17696,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Graduate,15.9,,,4310,4310,783,783
17697,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Higher Secondary,14.8,,,4310,4310,783,783
17698,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Literate & Upto Primary,14.4,,,4310,4310,783,783
17699,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Middle,21,,,4310,4310,783,783
17700,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Not Literate,6.5,,,4310,4310,783,783
17701,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Post Graduate & Above,7.2,,,4310,4310,783,783
17702,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Secondary,11.1,,,4310,4310,783,783
17703,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Male,Secondary & Above,58,,,4310,4310,783,783
17704,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Diploma/Certificate Course,6.6,,,9363,9363,1676,1676
17705,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Graduate,13.8,,,9363,9363,1676,1676
17706,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Higher Secondary,14.3,,,9363,9363,1676,1676
17707,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Literate & Upto Primary,14.8,,,9363,9363,1676,1676
17708,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Middle,19.7,,,9363,9363,1676,1676
17709,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Not Literate,10.5,,,9363,9363,1676,1676
17710,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Post Graduate & Above,7.3,,,9363,9363,1676,1676
17711,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Secondary,13,,,9363,9363,1676,1676
17712,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Rural+Urban,Persons,Secondary & Above,55,,,9363,9363,1676,1676
17713,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Diploma/Certificate Course,3.9,,,3215,3215,689,689
17714,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Graduate,12.4,,,3215,3215,689,689
17715,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Higher Secondary,16.5,,,3215,3215,689,689
17716,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Literate & Upto Primary,14.6,,,3215,3215,689,689
17717,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Middle,18.3,,,3215,3215,689,689
17718,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Not Literate,10.5,,,3215,3215,689,689
17719,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Post Graduate & Above,9.2,,,3215,3215,689,689
17720,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Secondary,14.4,,,3215,3215,689,689
17721,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Secondary & Above,56.6,,,3215,3215,689,689
17722,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Diploma/Certificate Course,7.5,,,2818,2818,609,609
17723,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Graduate,18.1,,,2818,2818,609,609
17724,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Higher Secondary,15.6,,,2818,2818,609,609
17725,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Literate & Upto Primary,12.2,,,2818,2818,609,609
17726,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Middle,19.2,,,2818,2818,609,609
17727,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Not Literate,5.5,,,2818,2818,609,609
17728,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Post Graduate & Above,9.3,,,2818,2818,609,609
17729,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Secondary,12.5,,,2818,2818,609,609
17730,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Secondary & Above,63,,,2818,2818,609,609
17731,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Diploma/Certificate Course,5.6,,,6033,6033,1298,1298
17732,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Graduate,15.1,,,6033,6033,1298,1298
17733,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Higher Secondary,16.1,,,6033,6033,1298,1298
17734,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Literate & Upto Primary,13.5,,,6033,6033,1298,1298
17735,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Middle,18.8,,,6033,6033,1298,1298
17736,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Not Literate,8.1,,,6033,6033,1298,1298
17737,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Post Graduate & Above,9.3,,,6033,6033,1298,1298
17738,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Secondary,13.6,,,6033,6033,1298,1298
17739,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Secondary & Above,59.6,,,6033,6033,1298,1298
17740,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Diploma/Certificate Course,1.6,,,1519,1519,196,196
